declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Côte de Rouffach;ROUF;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B057D73;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Côte de Rouffach;ROUF;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B057D63;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Côte de Rouffach;ROUF;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B057S01;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Côte de Rouffach;ROUF;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B057D71;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Côte de Rouffach;ROUF;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B057D61;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Côte de Rouffach;ROUF;Rouge;rouge;Pinot Noir;PR;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1R057S 1;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066S04;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066D74;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066D64;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066S01;cepage;;%a% %l% %ce% %m%;certification
